emp_title,emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest
product development,10,MI,MORTGAGE,12.16,120000,4,143660,16090,0,10000,11.98,332.05,B,9296.37,279.21
patient service,7,MD,MORTGAGE,13.83,80000,9,97734,44014,9400,4000,9.44,128.02,B,3509.58,147.58
coordinator of admission,8,NC,OWN,12.05,70000,26,228085,93209,22100,15000,9.44,480.08,B,13161.28,553.81
paraprofessional 111 (therapeutic ),10,FL,OWN,36.87,25000,17,83300,19148,51800,5000,11.98,166.03,B,4766.61,92.01
designer,4,IL,MORTGAGE,16.5,60000,11,314133,47811,29500,36000,9.44,755.02,B,34090.33,1072.65
technologist,3,CT,MORTGAGE,21.33,127000,7,97497,66231,27700,36000,10.42,1168.74,B,32530.58,1184.7
barber,10,PA,RENT,30.82,50000,7,73362,28794,15800,16000,9.93,515.75,B,14447.46,541.35
manager,3,LA,MORTGAGE,25.68,80000,14,358735,59518,48100,10000,10.41,324.61,B,9280.21,248.26
juvenile probation officer,2,TX,MORTGAGE,36.31,51000,17,221666,81494,5100,12000,10.91,392.36,B,10851.41,413.58
plan sponsor service consultant,10,PA,RENT,9.22,50000,7,29100,16536,23100,9000,11.99,298.89,B,8151.53,341.09
sen network analyst,10,AZ,MORTGAGE,18.83,122000,19,346595,72213,53300,30000,10.9,650.78,B,28854.82,788.99
stability coordinator,0,FL,RENT,20.38,75000,7,92008,68823,12100,12000,9.43,384.01,B,11124.02,269.76
technician,10,NY,MORTGAGE,19.77,150000,16,625020,85097,68100,40000,11.98,889.38,B,38515.13,1050.17
teacher,5,OH,MORTGAGE,44.71,42000,15,376749,184302,49200,32000,9.93,678.81,B,29895.76,1378.08
programmer analyst,5,NJ,RENT,7.08,92000,9,42884,25358,18100,14000,9.43,448.01,B,12978.03,344.07
cleaner,4,NY,OWN,2.7,50000,3,7400,6174,7400,32000,10.9,1046.13,B,30482.2,649.23
operations  manager,4,CA,RENT,12.48,75000,11,69462,39949,59700,25000,9.44,800.13,B,22098.96,801.93
agency records manager,10,VA,MORTGAGE,17.64,155000,10,488625,70931,7900,10000,10.41,324.61,B,9280.21,248.26
service technician,10,CA,RENT,24.65,52000,9,69952,38103,42000,40000,10.9,1307.66,B,38102.77,669.65
credentialing manager,3,CA,OWN,38.19,100000,24,247546,177480,87200,28000,11.98,929.74,B,26029.84,800.42
project design engineer,0,KS,RENT,10.99,70000,7,232476,33045,18800,6000,11.99,199.26,B,5289.39,281.69
district sales manager,2,NY,MORTGAGE,20.23,90000,17,108057,42441,37400,24000,9.93,773.63,B,21671.17,752.45
assistant ad communications,1,NC,RENT,16.89,57500,4,56010,35404,37900,30000,10.41,973.81,B,27108.4,864.84
cad manager,1,CO,OWN,14.88,90000,9,526886,49116,26800,12800,10.9,277.67,B,12311.37,302.1
sergeant,4,NH,OWN,11.73,35000,5,24110,17570,0,6100,11.98,202.55,B,5815.28,118.35
service plumber,7,FL,OWN,7.97,50000,13,196600,10534,8400,8000,10.91,261.57,B,0,266.37
plant manager,10,NJ,MORTGAGE,27.63,75000,6,95032,40414,23500,31100,9.92,659.56,B,30291.74,476.58
housekeeper,1,FL,RENT,16.47,25000,9,17201,9784,4500,8000,10.9,261.54,B,7428.22,208
applications developer,0,CA,RENT,10.31,200000,11,81873,52433,26300,20000,11.98,664.1,B,18592.74,571.73
account representative,8,NC,RENT,9.3,20000,3,16500,6796,16500,15000,11.99,498.15,B,13944.7,429.16
stylest,10,NY,OWN,27.32,80000,16,125219,56673,52700,16000,10.42,343.27,B,15171.95,521.87
collections representative,2,AZ,RENT,18.29,45000,8,39640,30781,7800,8000,11.99,265.68,B,7052.52,375.59
senior government underwriter,2,NC,MORTGAGE,13.35,142000,13,298041,68846,21500,35000,10.9,1144.2,B,31649.56,1183.97
health plan data analytics,10,PA,RENT,26.98,96000,19,104727,54356,16900,8000,10.91,261.57,B,7038.49,336.64
export ops supervisor,10,FL,MORTGAGE,6.36,61175,7,21200,11554,15300,13000,9.44,416.07,B,11406.1,469.41
field service tech,2,UT,MORTGAGE,11.14,50000,7,257144,10921,30100,26000,9.92,551.41,B,24982.2,622.1
correctional counselo iii,10,CA,RENT,14.47,130800,11,81825,50561,21300,20000,11.99,664.2,B,0,576.27
tax analyst,9,CT,MORTGAGE,7.27,95800,15,42200,10852,18700,15000,9.44,314.59,B,14001.46,558.68
forman,0,NY,OWN,5.67,110000,4,34818,24606,10500,40000,10.9,867.71,B,38986.67,697.87
finance director,4,OR,MORTGAGE,55.33,67000,15,582498,133557,68200,32025,11.98,1063.39,B,30530.23,663.74
manager,2,AZ,RENT,14.32,30000,4,25687,10351,13800,5000,10.91,163.49,B,4521.4,172.33
fnp,6,LA,RENT,23.72,100000,6,140070,107697,18500,18000,9.93,580.22,B,16253.39,564.34
transaction specialist,6,VA,RENT,19.31,60000,4,55557,22674,31000,32000,9.44,1024.16,B,27358.79,921.87
manager admin services,10,CO,MORTGAGE,24.02,65000,12,89380,48829,12900,22000,11.99,489.27,B,20625.54,1057.24
it tech ii,4,CA,MORTGAGE,20.75,110000,21,636904,52392,62500,40000,9.93,1289.38,B,36118.63,1220.98
admin asst,2,HI,OWN,17.01,65000,18,111400,42813,62200,18000,10.42,386.18,B,0,676.84
senior film processor,10,AL,OWN,17.27,94000,9,83143,58413,6200,9000,9.43,288.01,B,8120.56,267.88
teller,0,MI,RENT,3.04,19719,9,18150,15586,4300,1000,11.99,33.21,B,881.56,44.61
special education secretary,10,PA,MORTGAGE,39.27,51000,14,462123,154329,48300,36000,10.9,780.94,B,34625.77,924.99
teacher,2,UT,RENT,13.2,34000,8,20577,18633,1000,1200,10.9,39.23,B,1114.24,30.48
marketing strategist,10,OR,MORTGAGE,13.9,155000,7,404526,66681,14400,20000,11.98,664.1,B,19066.5,368.08
underwriter,10,NJ,MORTGAGE,16.77,90000,20,334672,52278,9200,6500,10.42,211.03,B,5873.55,210.14
associate medical director,2,CT,OWN,10.92,100000,5,30000,15946,15000,40000,10.9,1307.66,B,37141.21,1148.97
senior bio med/ account manager,10,AR,RENT,12.74,85000,9,50586,28958,20800,10000,9.93,322.35,B,9029.64,308.01
owner / broker,10,NY,MORTGAGE,20.55,150000,19,289034,63662,9900,25000,9.93,805.86,B,21955.1,956.82
manager,8,IL,RENT,11.13,90000,8,50855,30582,5100,8400,10.91,274.65,B,7390.41,353.48
teacher,7,TX,OWN,6.69,40000,8,37000,13672,19900,9000,11.99,298.89,B,7934.09,422.54
radiology manager,10,KY,MORTGAGE,21.87,120000,27,169367,110708,26400,25000,9.93,530.32,B,23690.07,783.77
machine operator,8,WI,RENT,7.54,46000,3,23825,8881,7500,16000,9.92,339.33,B,15584.16,245.18
assembler,10,NC,RENT,24.48,37500,10,48660,31116,3500,1800,10.41,58.43,B,1670.44,44.69
owner,10,OR,OWN,1.3,50000,6,36100,1630,31800,24000,10.91,784.71,B,21115.47,1024.47
physician,10,WI,MORTGAGE,8.16,150000,8,221866,29217,22600,16500,9.43,345.97,B,15845.96,375.23
associated,1,NY,RENT,13.68,55000,11,41891,26637,17700,10000,11.98,332.05,B,9432.28,183.07
rn,1,VA,RENT,27.05,80000,12,130575,41215,74900,24000,11.99,533.75,B,22500.58,1153.34
houskeepeng,2,NY,RENT,13.73,34000,11,38000,11754,33200,10000,10.91,326.97,B,8798.08,426.87
deliveries carrier,1,FL,OWN,33.6,25500,8,29785,26923,17000,5000,10.9,163.46,B,4762.84,86.73
dept manager,10,TX,RENT,24.64,53000,21,96441,87309,10500,2800,10.91,91.55,B,2532,96.5
teacher/coach,9,TX,MORTGAGE,24.76,70000,6,434034,37907,11700,30000,9.93,967.03,B,27089,940.57
shop manager,3,SC,MORTGAGE,25.22,45000,9,233215,30879,17500,15000,11.99,498.15,B,13225.26,767.48
manager,0,CO,RENT,17.86,100000,4,166240,39650,6500,40000,9.43,838.71,B,37877.64,1211.52
school counselor,2,NJ,RENT,20.7,70000,20,156567,131423,41600,5500,9.92,177.27,B,4966.21,172.26
registered nurse,7,AL,RENT,9.46,95000,14,60070,31286,18300,7200,10.42,233.75,B,6328.85,293.43
captain,10,CA,MORTGAGE,14.05,135000,11,600946,74808,14900,40000,10.9,867.71,B,38986.66,794.76
driver,10,KY,MORTGAGE,10.56,55000,6,29238,20674,7200,6500,9.44,208.04,B,5864.93,190.27
therapist,9,GA,MORTGAGE,9.58,80000,14,110801,100850,19600,24000,10.91,784.71,B,22284.97,682.74
school van driver,9,MA,RENT,16.47,38990.47,9,28300,16461,9000,10000,9.92,322.3,B,9275.14,231.02
branch manager,8,NV,MORTGAGE,2.75,68095,13,325900,5421,89100,35175,9.44,737.71,B,32833.45,1300.88
executive assistant,0,VA,RENT,18.95,116000,20,446850,67790,57400,13125,10.91,429.14,B,11547.52,560.26
teacher,0,TX,OWN,29.73,57000,10,300150,112892,28300,34650,11.99,1150.72,B,30546.27,1603.71
rehab referral and intake specialist,10,OR,MORTGAGE,8.24,60000,8,122021,131472,5100,40000,9.93,1289.38,B,35128.14,1552.97
customer service representative,4,AZ,OWN,18.25,67000,10,239814,23243,13000,10000,9.43,320.01,B,9270.01,224.8
resident physician,6,TX,RENT,23.13,90000,13,406487,425808,35900,10000,9.92,212.08,B,9740.1,191.82
client service rep,10,NY,OWN,2.35,52000,11,421597,3465,26700,20000,9.44,419.46,B,0,383.54
software developer,9,AZ,MORTGAGE,8.83,180000,10,430548,65739,12500,40000,10.42,1298.59,B,35160.4,1607.04
warehouseman,10,CA,RENT,16.31,59000,4,45000,27361,18000,18300,11.99,406.99,B,17389.9,705.67
owner,4,WI,MORTGAGE,216.83,5000,18,60096,35939,48100,33600,10.41,1090.66,B,30361.44,1085.22
manager,7,VA,RENT,17.33,115000,14,58351,41537,24000,24000,11.98,533.63,B,23109.07,725.94
staffing consultant,0,CA,RENT,16.47,40000,9,27567,11141,7500,3000,9.92,96.69,B,2855.63,45.7
foreman,1,FL,MORTGAGE,9.01,57000,12,473454,17776,16000,13000,9.43,416.01,B,12051.03,285.44
"sr, examiner",10,NY,RENT,24.28,72000,16,82729,49545,28500,2500,10.42,81.17,B,2259.04,82.27
executive producer,6,NY,RENT,7.31,180000,10,192970,43432,78800,30000,11.99,996.29,B,26447.01,1408.48
bi analyst,7,CA,MORTGAGE,24.82,76500,12,388814,83617,29500,30000,9.43,629.04,B,28810.83,682.23
fixer,10,NC,MORTGAGE,3.59,70000,11,140272,2859,16000,3000,9.92,96.69,B,2471.79,91.9
rn,0,KY,RENT,8.9,48000,7,32000,9872,14600,13200,9.44,422.47,B,11581.59,487.02
baggage handler,10,TX,MORTGAGE,16.72,86000,18,138000,31058,27400,12000,11.99,398.52,B,10868.71,454.8
accounting technician,10,ME,MORTGAGE,20.24,44000,9,99972,25961,14950,18000,11.99,400.31,B,17102.5,682.52
chemical,9,AL,MORTGAGE,36.69,56000,11,224749,72944,9000,15000,11.98,498.08,B,13944.54,418.81
engineering supervisor,10,IL,MORTGAGE,31.18,110000,9,276606,112029,31950,12000,10.91,392.36,B,10557.7,544.96
special agent,10,VA,MORTGAGE,14.79,148000,16,552216,170200,7500,32400,9.93,687.29,B,30269.12,1260.89
medical director,4,NY,OWN,3.04,240000,13,599890,797760,7700,10500,9.93,338.47,B,9481.11,329.2
cashier,6,SC,MORTGAGE,9.13,33000,9,13200,5736,7700,10000,9.93,322.35,B,8782.01,388.24
field operator,3,TX,MORTGAGE,7.8,90000,10,30600,16678,26300,5000,11.99,166.05,B,4425.39,182.93
design drafter,1,TX,MORTGAGE,33.55,70000,24,304002,48386,83100,28950,11.98,643.69,B,0,629.92
it supervisor,10,OH,RENT,6.7,118000,11,66125,21166,15500,24000,9.44,503.35,B,22402.3,981
letter carrier,10,NJ,OWN,21.69,82000,37,249867,57229,191900,40000,9.44,1280.2,B,36092.05,1191.87
it specialist,10,VA,MORTGAGE,16.3,91000,9,557151,62595,5800,5125,11.99,170.2,B,4341.42,234.01
behavioral health coordinator,10,OK,MORTGAGE,32.87,97000,22,429741,184542,50600,15000,9.93,483.52,B,13544.48,457.87
installer,2,AZ,RENT,19.71,42000,14,52934,31264,9900,8500,9.92,273.96,B,7883.85,201.05
mechanic,10,AR,OWN,10.44,70000,5,38969,28684,13700,8000,10.41,259.69,B,7424.16,198.6
medical imagining manager,10,MT,MORTGAGE,7.38,110000,6,309195,33258,18600,24000,9.93,509.11,B,22421.54,953.85
technical solutions architecture manager,6,NC,MORTGAGE,9.11,115000,13,360366,21835,31200,20000,11.99,664.2,B,17631.3,938.98
aviation maintenance technician,1,AZ,MORTGAGE,10.23,55000,12,261240,46166,62100,13000,9.93,419.05,B,11416.64,504.72
forman,3,NC,MORTGAGE,28.06,47000,11,171743,39263,5100,2000,10.9,65.39,B,1857.04,50.79
tailor/fitter,10,MD,MORTGAGE,14.04,60000,11,69249,18222,47900,10000,9.44,320.05,B,8773.94,363.7
department manager,10,PA,MORTGAGE,28.31,49000,12,141737,52836,20000,13000,10.91,425.05,B,11755.73,448.05
estimator,3,TX,RENT,15.13,29120,3,39524,19706,16000,3000,9.92,96.69,B,2782.54,69.3
full time hub person,10,CA,RENT,34.46,64000,12,81771,54523,5300,14000,11.99,464.94,B,13346.64,267.19
teacher,3,AZ,RENT,27.33,32500,16,110020,82491,18900,5600,9.92,180.49,B,5194.07,132.45
deputy probation officer iii,10,CA,MORTGAGE,23.13,67000,12,266912,48798,58700,10800,10.42,350.62,B,9759.18,346.03
firefighter,4,OH,RENT,16.13,81000,13,135926,74368,92800,35000,9.44,1120.18,B,31580.53,1042.89
senior business process specialist iii,5,TX,OWN,33.7,50000,11,266490,61812,26100,32000,9.43,1024.01,B,28873.2,829.79
floor tech,4,MA,RENT,17.24,30000,5,31400,18096,16400,10000,11.99,332.1,B,9057.25,372.33
engineer,3,MI,RENT,7.51,82000,9,54962,9764,21400,40000,9.92,848.31,B,38434.2,957.09
purchasing manager,10,FL,MORTGAGE,29.02,102000,26,295165,85260,36300,25000,11.98,555.86,B,24071.97,722.91
press brake operator,10,TX,RENT,5.31,63000,8,14203,5010,2300,5000,11.99,166.05,B,4528.63,189.5
machinist,10,FL,MORTGAGE,8.8,90000,9,230873,29647,3700,5000,9.92,161.15,B,4637.57,115.51
software engineer,6,CA,OWN,14.31,165000,11,696930,45890,24200,10000,10.41,324.61,B,9280.21,248.26
physician assistant,2,NY,MORTGAGE,16.09,120000,19,591983,113729,22500,40000,9.43,838.71,B,38947.12,593.11
owner,10,DC,RENT,23.41,80000,5,75955,27358,26700,15000,11.99,498.15,B,11551.2,523.82
rocket technician,10,FL,RENT,21.96,95000,16,100805,83640,7800,6000,10.42,194.79,B,0,193.97
administrator,10,SC,MORTGAGE,34.09,50000,8,96279,57413,15800,10000,9.44,320.05,B,9023.01,297.97
maintenance supervisor,10,NC,RENT,13.97,56000,5,47200,22664,22000,22000,9.93,466.68,B,20847.27,701.85
forklift driver,7,TN,MORTGAGE,20.59,45000,5,41996,31909,3500,10000,9.93,322.35,B,9029.64,305.25
locksmith,10,MA,OWN,25.64,44000,14,110339,16700,23500,12000,10.91,260.38,B,11229.72,524.35
safety coordinator,10,TX,OWN,6.9,150000,6,49390,36122,9500,20000,10.42,649.3,B,17582.01,805.35
assistant director,10,MN,MORTGAGE,22.7,95000,21,305263,58973,45000,20000,9.93,424.26,B,18684.61,794.88
welder,10,MN,MORTGAGE,23.82,110000,9,270861,106187,12400,24000,10.42,514.91,B,22757.9,803.65
technical support,3,KY,RENT,19.42,60000,7,42365,20907,12500,10000,10.91,326.97,B,8798.08,426.87
phlebotomist,10,MA,OWN,5.15,120000,8,52500,18938,25600,24775,9.43,519.48,B,23792.95,563.41
owners,10,TX,MORTGAGE,17.44,48000,13,145545,8266,12000,10000,10.91,326.97,B,9042.83,344.65
general manager,10,FL,OWN,17.64,115000,16,471316,79729,18500,25000,10.42,536.36,B,23375.65,1042.98
engineer,10,MI,MORTGAGE,14.09,112000,9,188013,36835,23000,18000,10.91,588.54,B,15836.57,727.84
corporate business analyst,5,MD,OWN,5.79,71500,11,31500,10203,19800,12000,11.99,398.52,B,10578.78,563.39
owner,2,CA,RENT,9.89,70000,8,54700,14466,33700,17000,9.43,356.46,B,16326.13,377.7
captain-fire department,10,WA,RENT,5.6,180000,5,48731,23871,1300,36000,9.93,1160.44,B,32506.78,1188.26
body tech,5,LA,MORTGAGE,14.59,123000,9,350989,75514,8000,6500,10.42,211.03,B,5064.26,204.62
diesel tech,3,TX,RENT,24.77,44000,7,54295,34174,13400,20000,11.98,664.1,B,18592.74,571.73
"sports manager, ad sales marketing",2,NJ,MORTGAGE,17.84,88000,7,382461,58515,31100,16000,9.43,512.01,B,14832.04,359.69
sr sap software engineer,10,IL,RENT,31.29,100000,17,90810,72982,46700,25200,10.91,823.95,B,22787.99,868.52
police officer /auto parts delivery,10,PA,OWN,20.09,50000,4,149420,19864,0,14000,9.93,451.29,B,12641.49,438.93
legal secretary,10,CA,MORTGAGE,8.74,39000,6,246974,8401,8800,2500,10.42,81.17,B,0,14.47
director of operations,10,NV,RENT,23.74,155000,15,150143,96138,99600,12000,9.44,384.06,B,10528.73,483.65
service engineer,0,IN,RENT,45.47,33280,12,72487,56308,11000,8500,9.43,272.01,B,7879.51,191.09
access service librarian,10,OH,MORTGAGE,21.85,64000,12,57059,39327,26310,15000,11.99,333.6,B,14443.3,434.11
general maintenance,4,KY,MORTGAGE,18.63,98000,12,153440,52353,14000,29825,9.93,632.67,B,27859.17,948.4
revenue manager,6,FL,MORTGAGE,24.83,72000,18,126656,89100,29600,25000,9.44,800.13,B,22155.88,756.41
superintendent,10,NE,MORTGAGE,11.3,100000,14,344270,37862,13700,6000,10.91,196.18,B,5278.86,256.12
vet assistant,4,CA,RENT,13.92,15000,10,43247,35220,10800,4300,10.91,140.6,B,3888.41,145.6
service tech,2,TN,MORTGAGE,30.47,36000,6,181431,34821,7500,4200,9.92,135.37,B,3895.55,99.35
shop foremam,10,TX,OWN,32.69,50000,11,82255,45953,21000,3500,10.42,113.63,B,3162.68,112.13
group creative director,0,NY,MORTGAGE,11.12,275000,14,599264,147964,103100,40000,9.44,1280.2,B,37080.55,1015.55
account executive,2,WA,RENT,31.35,39442,14,111664,80066,15500,3000,9.92,96.69,B,2708.85,93.96
it director,10,MI,MORTGAGE,15.98,65000,4,265200,33589,21000,26000,10.91,564.14,B,24670.98,943.3
security,1,TN,RENT,3.34,36000,4,5700,1961,1700,12000,11.99,398.52,B,10578.78,551.4
sales,0,CT,MORTGAGE,10.48,60000,8,293153,17600,16900,6000,10.91,196.18,B,5425.71,206.79
technical training coordinator,10,GA,RENT,7.37,87000,7,31900,19088,17000,20000,9.92,644.6,B,18550.27,428.97
supervisor,10,NJ,RENT,10.95,99097,6,45080,26907,17300,16000,9.93,339.41,B,15161.63,510.44
director of revenue management,3,CA,RENT,11.88,107000,10,81656,36746,47700,18000,9.43,377.42,B,17286.51,409.34
owner,0,FL,RENT,31.94,36000,9,94213,59029,42300,20000,9.44,640.1,B,18046.03,595.94
assistant manager,10,NV,RENT,25.59,80000,15,90484,69090,66600,21000,10.42,681.76,B,18459.21,855.85
driver,0,OK,OWN,11.31,26000,6,57095,46299,17800,6000,9.92,193.38,B,5509.49,92.94
software product manager,10,MN,RENT,17,101000,12,85463,55785,39200,16000,10.41,519.37,B,14848.36,397.22
taxidriver,10,NY,RENT,16.9,38000,7,25874,16324,8900,15000,11.98,498.08,B,13944.54,428.8
nurse manager,4,CA,MORTGAGE,14.17,124800,21,490397,74450,21100,40000,10.9,1307.66,B,37141.21,1086.12
area manager,10,NC,MORTGAGE,71.04,46000,13,289835,241910,30900,12000,10.9,392.3,B,11142.36,304.73
billing supervisor,10,NJ,RENT,23.29,58734,13,67546,32066,21200,13000,11.98,431.67,B,12085.27,371.63
account manager,1,IL,MORTGAGE,3.17,80000,10,360941,8981,45300,32200,9.44,675.32,B,10570.78,379.85
teacher,1,LA,RENT,12.43,56000,18,38500,37123,2400,14000,9.44,448.07,B,12283.51,491.45
operations manager,1,TX,RENT,14.31,55000,6,43452,22009,22100,15000,9.93,318.19,B,14013.48,641.67
firefighter,10,KY,MORTGAGE,22.83,42000,6,152999,29270,11000,11000,9.43,230.65,B,10563.97,250.16
payroll manager/ar,6,CO,OWN,23.54,106000,12,157999,64416,91400,36000,9.44,755.02,B,34090.33,1091.53
apprentice lineman,3,CO,RENT,10.49,54000,6,44239,25574,9000,32000,9.93,1031.5,B,28102.53,1242.38
realtor,10,CA,MORTGAGE,5.21,180000,12,441900,22621,31200,35000,10.41,1136.11,B,31626.48,1130.44
owner/partner,2,MA,RENT,21.3,62500,11,75086,35548,31800,14000,10.91,457.75,B,12317.35,597.61
faculty,2,IL,MORTGAGE,11.4,61500,9,372372,110676,5000,19725,11.98,654.97,B,18337.09,563.87
chief financial officer,2,MA,MORTGAGE,15.81,151000,17,160259,77372,64400,40000,10.9,867.71,B,38473.08,1051.99
sales,4,TX,OWN,0.68,48000,2,17000,1693,4000,6000,9.43,192.01,B,5562,134.89
computer operator specialist,8,CA,MORTGAGE,16.82,75000,23,105305,46530,24100,15000,9.92,483.45,B,14278.13,236.76
data entry,10,KY,OWN,8.95,35000,9,166600,7512,21800,10000,11.98,222.35,B,9628.77,289.16
project manager,10,NJ,OWN,12.07,90000,14,311437,54288,35500,17600,10.9,381.79,B,17103.55,295.81
professor/staff,3,FL,MORTGAGE,20.16,60200,10,383433,119360,19400,19000,10.41,616.75,B,18092.23,303.75
rgm,0,NJ,RENT,5.91,55000,5,18712,12893,4900,15000,10.91,490.45,B,13197.14,631.21
director,6,NY,MORTGAGE,11.96,60000,6,26064,16252,9000,7200,11.98,239.08,B,6693.38,205.83
service technician,10,NY,OWN,28.88,39520,7,208138,42136,52000,25500,10.42,547.09,B,0,9.6
installer,10,SC,RENT,17.43,33600,6,32347,15967,9800,18000,9.93,580.22,B,16253.39,564.34
registered nurse,5,OH,MORTGAGE,11.78,60000,10,116484,70588,15300,7000,9.93,225.65,B,6147.38,271.77
interim dean of students,1,CO,RENT,31.79,71500,14,177064,148500,50000,20000,11.99,444.79,B,18750.49,861.21
operator,10,VA,MORTGAGE,7.89,99000,5,28300,22380,17300,12000,9.44,384.06,B,10827.62,357.57
equal employment officer,8,CO,MORTGAGE,14.29,111000,12,563869,124845,17000,26000,11.98,578.1,B,25034.83,751.83
journeyman electrician,10,AK,MORTGAGE,15.82,95000,7,247114,36901,19300,30000,10.41,973.81,B,27840.7,727.43
executive assistant,1,CA,RENT,9.83,72000,7,37941,21865,7100,1000,9.44,32.01,B,902.28,29.8
owner operator,6,TN,MORTGAGE,7.19,142500,7,71963,38759,19600,25000,10.91,542.44,B,23722.11,876.72
crew,0,CA,RENT,7.14,20000,20,52650,15389,27800,5000,11.99,166.05,B,4407.83,231.42
air traffic controller,3,CA,RENT,22.68,90000,8,142940,124052,21000,14000,11.99,464.94,B,12680.15,567.89
recruiter,10,AK,MORTGAGE,30.75,78000,14,443959,73454,50700,38500,11.99,1278.57,B,34870.48,1574.52
driver,7,NY,RENT,21.73,38000,5,39567,27386,10200,10000,10.91,326.97,B,9042.83,344.65
operations manager,10,CA,RENT,14.24,95000,16,91850,32813,37400,30000,9.43,629.04,B,28810.83,682.23
loan processor,2,FL,MORTGAGE,18.75,58000,9,212250,28936,10300,6000,11.98,199.23,B,5577.82,167.52
project manager,10,VA,MORTGAGE,5.81,80000,13,214600,13327,31000,6000,9.43,192.01,B,5413.69,178.59
certified tumor registrar,5,TX,RENT,19.78,103000,21,135209,72979,55000,25000,10.9,542.32,B,24045.67,657.49
program analyst,10,OR,RENT,13,69860,13,73576,38767,27500,10000,9.43,209.68,B,9603.61,222.17
nurse practitioner,3,OH,MORTGAGE,14.6,114000,19,217845,200883,44400,20000,9.93,644.69,B,17564.07,776.49
project management director,2,MO,RENT,12.76,63000,12,93832,100097,26500,9000,11.99,298.89,B,8151.53,335.1
account manager,7,NC,MORTGAGE,18.09,175000,10,149097,117678,3100,15000,11.99,498.15,B,13585.88,558.5
shop manager,10,NH,RENT,18.09,80000,9,70168,45831,13900,6500,10.91,212.53,B,5877.84,224.02
director of operations,10,NY,RENT,11.86,106090,14,98671,58238,24000,5000,9.43,160.01,B,4634.99,109.78
branch manager,3,AZ,MORTGAGE,28.8,105000,15,455806,80576,37000,21000,10.91,686.62,B,18990.01,785.9
