Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
24,male,NA,United States of America,English,20,NA,NA,False,NA,0,1,0.08333333333,NA,NA
31,female,NA,United States of America,English,2,40000,15000,False,NA,400,6,0.5,NA,NA
21,male,NA,India,Tamil,10,NA,8000,True,NA,0,24,2,NA,1
26,male,NA,Canada,English,2,NA,24000,False,NA,0,24,2,NA,1
25,male,NA,United Kingdom,English,1,NA,NA,False,NA,2000,2,0.1666666667,NA,NA
27,female,NA,Canada,Urdu,3,NA,20000,False,NA,0,1,0.08333333333,NA,NA
23,male,NA,United States of America,English,10,NA,NA,False,NA,30,5,0.4166666667,NA,NA
29,male,NA,United States of America,English,20,10000,8000,False,NA,2000,8,0.6666666667,NA,NA
24,male,NA,United States of America,English,2,NA,NA,False,NA,12,2,0.1666666667,NA,NA
53,female,NA,United Kingdom,English,5,45000,15000,False,NA,0,0,0,NA,NA
33,male,NA,United States of America,English,3,10000,3500,False,NA,100,4,0.3333333333,NA,NA
28,female,NA,France,French,4,22000,NA,True,NA,5000,2,0.1666666667,NA,NA
25,male,NA,United States of America,English,10,50000,110000,False,married or domestic partnership,0,5,0.4166666667,NA,1
29,male,NA,United States of America,English,3,64000,5000,False,NA,1000,36,3,NA,NA
30,male,NA,United States of America,English,6,NA,NA,True,NA,200,48,4,NA,1
22,male,NA,Belgium,Dutch,10,NA,NA,False,NA,30,6,0.5,NA,1
29,male,NA,United States of America,Romanian,1,12000,NA,False,married or domestic partnership,0,0,0,NA,NA
50,male,NA,United States of America,English,30,NA,NA,False,married or domestic partnership,300,8,0.6666666667,NA,1
24,male,NA,United States of America,English,6,28000,NA,False,NA,0,1,0.08333333333,NA,NA
50,male,NA,United States of America,English,5,NA,NA,True,NA,0,420,35,NA,NA
26,male,NA,United States of America,English,5,60000,NA,False,NA,NA,4,0.3333333333,NA,1
26,male,NA,United States of America,English,25,31000,21000,False,NA,4000,12,1,NA,1
25,female,NA,United States of America,English,2,40000,28000,False,NA,0,1,0.08333333333,NA,NA
18,male,NA,United States of America,English,12,29000,NA,False,NA,200,26,2.166666667,NA,NA
29,male,NA,Argentina,Spanish,10,40000,NA,True,NA,150,4,0.3333333333,NA,1
54,female,NA,United States of America,English,10,70000,NA,False,married or domestic partnership,0,NA,#VALUE!,NA,NA
22,male,NA,Sri Lanka,Tamil,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
17,male,NA,Greece,Greek,15,NA,NA,False,NA,0,60,5,NA,1
23,male,NA,United States of America,English,5,25000,50000,True,NA,100,24,2,NA,NA
34,male,NA,Italy,Italian,5,17000,NA,False,NA,0,36,3,NA,NA
40,female,NA,United States of America,English,10,50000,NA,True,NA,50,36,3,NA,1
33,female,NA,United States of America,English,2,NA,60000,False,NA,20,1,0.08333333333,NA,NA
22,male,NA,Bangladesh,Bengali,25,NA,NA,False,NA,0,30,2.5,NA,NA
20,male,NA,United States of America,Nepali,5,NA,NA,False,NA,0,24,2,NA,NA
21,male,NA,Spain,Greek,20,NA,NA,False,NA,100,24,2,NA,1
28,male,NA,Ukraine,Russian,40,NA,NA,False,NA,NA,12,1,NA,NA
18,male,NA,India,English,50,NA,NA,False,NA,200,12,1,NA,1
31,male,NA,United States of America,English,10,48000,NA,False,NA,1000,3,0.25,NA,NA
30,female,NA,Mexico,Spanish,6,13000,NA,False,NA,0,1,0.08333333333,NA,NA
27,female,NA,United States of America,English,12,45000,NA,False,NA,1000,4,0.3333333333,NA,NA
26,female,NA,Algeria,Arabic,42,NA,NA,False,NA,0,2,0.1666666667,NA,NA
20,male,NA,Germany,German,20,NA,NA,False,NA,100,24,2,NA,1
32,male,NA,United States of America,English,10,NA,NA,False,NA,0,12,1,NA,NA
25,female,NA,Jordan,Arabic,NA,12000,NA,True,NA,100,12,1,NA,NA
20,male,NA,Sweden,Swedish,0,NA,NA,False,NA,50,2,0.1666666667,NA,NA
42,female,NA,United States of America,English,30,25000,NA,False,"single, never married",50,5,0.4166666667,NA,NA
23,male,NA,Thailand,English,10,6000,NA,False,NA,50,2,0.1666666667,NA,NA
46,male,NA,Taiwan,Mandarin Chinese,20,30000,NA,True,married or domestic partnership,10000,120,10,NA,NA
18,male,NA,France,French,5,NA,NA,False,NA,0,3,0.25,NA,NA
25,male,NA,United States of America,English,5,30000,140000,False,NA,0,6,0.5,NA,NA
39,female,NA,United States of America,English,5,NA,NA,False,NA,0,8,0.6666666667,NA,NA
46,female,NA,United States of America,English,4,NA,NA,False,NA,40,20,1.666666667,NA,NA
24,male,NA,United States of America,English,40,NA,NA,False,NA,100,9,0.75,NA,NA
26,male,NA,Greece,Greek,5,NA,NA,True,NA,500,30,2.5,1,NA
21,male,NA,United States of America,English,0,NA,20000,False,NA,0,20,1.666666667,NA,1
22,male,NA,Colombia,Spanish,10,NA,NA,False,NA,0,3,0.25,NA,1
14,male,NA,Spain,Spanish,3,NA,NA,False,NA,0,2,0.1666666667,NA,1
26,male,NA,United States of America,English,4,72000,NA,False,NA,0,2,0.1666666667,NA,NA
26,female,NA,United States of America,English,20,NA,NA,True,NA,0,11,0.9166666667,NA,NA
43,male,NA,United States of America,English,12,NA,NA,True,NA,2000,40,3.333333333,NA,1
26,male,NA,India,Tamil,50,14000,NA,True,NA,50,48,4,NA,1
25,male,NA,United States of America,Cebuano (Visayan),6,NA,NA,False,NA,150,15,1.25,NA,NA
28,female,NA,United States of America,English,40,72000,NA,True,married or domestic partnership,50,60,5,NA,NA
19,male,NA,India,Hindi,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
24,female,NA,United States of America,English,8,46000,36000,False,NA,1200,10,0.8333333333,NA,1
27,male,NA,India,Hindi,61,NA,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
27,male,NA,Brazil,Portuguese,20,NA,NA,False,NA,50,100,8.333333333,NA,1
20,female,NA,Paraguay,Spanish,4,NA,NA,False,NA,0,10,0.8333333333,NA,NA
37,male,NA,United States of America,English,10,NA,NA,False,married or domestic partnership,0,3,0.25,NA,1
20,male,NA,Ireland,English,6,NA,NA,False,NA,300,6,0.5,NA,1
18,male,NA,United States of America,English,10,NA,NA,False,NA,100,6,0.5,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,96,8,NA,1
32,male,NA,United States of America,English,10,65000,18000,True,NA,5000,24,2,NA,1
25,male,NA,United States of America,English,30,NA,NA,False,NA,50,1,0.08333333333,NA,NA
30,male,NA,Korea South,English,10,40000,NA,False,married or domestic partnership,20,6,0.5,NA,1
46,male,NA,Germany,German,20,NA,NA,True,NA,100,2,0.1666666667,NA,NA
28,male,NA,Maldives,NA,4,NA,NA,False,married or domestic partnership,0,9,0.75,NA,NA
27,male,NA,United States of America,English,4,60000,NA,False,NA,300,4,0.3333333333,NA,1
70,male,NA,United States of America,English,15,NA,NA,False,NA,100,24,2,NA,1
22,male,NA,Mexico,Spanish,5,NA,NA,False,NA,0,12,1,NA,NA
27,male,NA,United States of America,English,25,NA,14000,False,NA,3000,4,0.3333333333,NA,1
31,male,NA,United States of America,English,10,66000,55000,False,NA,60,1,0.08333333333,NA,NA
22,female,NA,United States of America,English,6,NA,20000,False,NA,0,2,0.1666666667,NA,NA
22,male,NA,Poland,Polish,20,15000,NA,True,NA,200,5,0.4166666667,1,NA
30,male,NA,United States of America,English,40,NA,NA,True,NA,200,2,0.1666666667,NA,NA
21,male,NA,United Kingdom,English,5,NA,NA,True,NA,0,24,2,NA,NA
NA,male,NA,India,NA,20,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
19,male,NA,India,Hindi,10,NA,NA,False,NA,100,6,0.5,NA,1
32,male,NA,United States of America,English,2,78000,NA,False,NA,100,48,4,NA,1
29,male,NA,United States of America,English,3,90000,NA,True,NA,12400,24,2,NA,1
25,female,NA,United States of America,English,3,42000,5500,False,NA,0,1,0.08333333333,NA,NA
29,male,NA,United States of America,English,30,NA,NA,False,NA,300,7,0.5833333333,NA,NA
28,female,NA,"Netherlands (Holland, Europe)",English,40,NA,NA,False,"single, never married",200,8,0.6666666667,NA,1
31,female,NA,United States of America,English,4,75000,2500,False,NA,50,1,0.08333333333,NA,NA
23,male,NA,United States of America,English,5,80000,NA,False,NA,4000,10,0.8333333333,NA,NA
33,female,NA,Slovakia,NA,NA,18000,NA,False,NA,NA,NA,#VALUE!,NA,NA
39,male,NA,United States of America,English,5,90000,NA,True,married or domestic partnership,0,240,20,NA,NA
26,male,NA,United States of America,Russian,18,180000,NA,True,married or domestic partnership,0,84,7,NA,NA
28,male,NA,United States of America,English,8,72000,NA,False,NA,60,3,0.25,NA,NA
23,male,NA,India,Tamil,9,NA,6000,False,NA,0,5,0.4166666667,NA,1
32,male,NA,United States of America,English,20,24000,10000,True,NA,100,6,0.5,NA,NA
32,male,NA,United States of America,English,5,91000,40000,True,married or domestic partnership,100,60,5,NA,NA
24,female,NA,United States of America,English,15,NA,NA,True,NA,11000,15,1.25,NA,NA
53,male,NA,United Kingdom,English,20,NA,NA,False,NA,0,4,0.3333333333,NA,NA
22,male,NA,India,Hindi,4,NA,NA,False,NA,0,12,1,NA,1
25,female,NA,United States of America,English,2,40000,NA,False,NA,0,10,0.8333333333,NA,NA
24,male,NA,NA,English,10,72500,NA,True,NA,500,72,6,NA,1
22,male,NA,Brazil,Portuguese,4,NA,NA,False,"single, never married",0,12,1,NA,NA
37,male,NA,Spain,Spanish,8,NA,NA,False,NA,NA,0,0,NA,NA
37,male,NA,United States of America,English,10,NA,NA,True,married or domestic partnership,100,30,2.5,NA,NA
30,female,NA,United States of America,English,10,20000,30000,False,NA,0,0,0,NA,NA
27,male,NA,Egypt,Arabic,14,48000,NA,False,NA,24,1,0.08333333333,NA,1
26,male,NA,Russia,Russian,5,10000,NA,False,"single, never married",10,1,0.08333333333,NA,1
37,male,NA,United States of America,English,12,12000,NA,False,NA,3500,36,3,NA,NA
41,male,NA,Argentina,Spanish,30,15000,NA,False,NA,0,4,0.3333333333,NA,NA
26,female,NA,United States of America,Turkish,10,67000,12000,False,NA,100,8,0.6666666667,NA,NA
18,male,NA,Austria,German,3,NA,NA,False,NA,0,25,2.083333333,NA,NA
25,male,NA,Sweden,Romanian,50,13000,25000,True,NA,0,15,1.25,NA,1
32,male,NA,United States of America,English,30,NA,NA,False,NA,0,6,0.5,NA,NA
21,male,NA,Nigeria,English,40,NA,NA,True,NA,0,9,0.75,NA,1
32,male,NA,United States of America,Kannada,7,70000,NA,True,NA,500,90,7.5,NA,NA
19,male,NA,United Kingdom,English,5,14045,NA,True,NA,0,13,1.083333333,NA,NA
26,male,NA,United States of America,Vietnamese,10,NA,NA,True,married or domestic partnership,30000,48,4,NA,1
20,male,NA,United Kingdom,English,30,NA,NA,False,NA,6903,50,4.166666667,NA,1
NA,male,NA,Nigeria,Yoruba,3,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
27,male,NA,United States of America,English,10,30000,2000,True,NA,200,24,2,NA,NA
32,male,NA,United States of America,Persian,2,80000,NA,True,separated,200,132,11,NA,NA
26,male,NA,Romania,Romanian,40,NA,NA,False,NA,1300,5,0.4166666667,NA,NA
24,male,NA,Uganda,English,8,NA,NA,True,NA,150,21,1.75,NA,1
17,male,NA,Czech Republic,Russian,10,NA,NA,False,NA,0,3,0.25,1,NA
44,female,NA,United States of America,English,40,20000,NA,False,NA,20000,12,1,NA,1
19,female,NA,Canada,English,2,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
24,male,NA,Canada,Urdu,6,NA,12000,False,NA,0,5,0.4166666667,1,NA
28,male,NA,United States of America,English,5,100000,50000,False,NA,500,24,2,NA,1
27,male,NA,United States of America,English,2,43000,25000,False,NA,0,2,0.1666666667,NA,1
31,female,NA,United Kingdom,English,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
22,trans,NA,United States of America,English,7,15000,NA,False,NA,0,0,0,NA,NA
24,male,NA,Argentina,Spanish,5,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
30,female,NA,United States of America,English,2,27000,1400,False,NA,100,2,0.1666666667,NA,NA
18,male,NA,United States of America,English,30,NA,20000,False,NA,0,9,0.75,NA,NA
24,male,NA,United States of America,English,10,33000,NA,True,NA,100,12,1,NA,NA
34,male,NA,United States of America,English,5,85000,NA,False,NA,0,6,0.5,NA,NA
37,male,NA,Philippines,Tagalog,12,NA,NA,False,NA,0,6,0.5,NA,1
23,male,NA,Canada,English,26,NA,NA,False,NA,150,2,0.1666666667,NA,NA
26,male,NA,United States of America,English,20,NA,19000,False,NA,20,36,3,NA,1
26,male,NA,United States of America,English,5,20000,NA,False,NA,0,1,0.08333333333,NA,NA
27,male,NA,United States of America,English,7,40000,NA,False,NA,700,6,0.5,NA,1
NA,female,NA,United States of America,English,2,NA,NA,False,NA,300,3,0.25,NA,NA
30,male,NA,Peru,Spanish,14,8500,NA,False,"single, never married",200,6,0.5,NA,NA
33,female,NA,United States of America,English,1,38000,NA,False,NA,1000,12,1,NA,1
18,male,NA,United States of America,English,3,NA,NA,False,NA,0,8,0.6666666667,NA,NA
49,female,NA,Italy,English,50,NA,NA,False,NA,100,60,5,NA,1
30,female,NA,United States of America,English,20,NA,NA,False,NA,50,6,0.5,NA,NA
44,female,NA,United States of America,English,20,160000,NA,True,NA,6000,120,10,NA,NA
25,female,NA,United States of America,English,42,NA,NA,False,NA,510,NA,#VALUE!,NA,NA
30,female,NA,United States of America,English,50,NA,NA,False,NA,15000,6,0.5,NA,NA
30,male,NA,United States of America,English,15,60000,130000,False,NA,1500,7,0.5833333333,NA,1
25,male,NA,United States of America,English,10,30000,30000,False,NA,0,2,0.1666666667,NA,NA
31,male,NA,Canada,English,20,56000,NA,False,NA,30,9,0.75,NA,1
27,male,NA,United States of America,English,20,43000,6000,True,NA,250,NA,#VALUE!,NA,NA
25,male,NA,United States of America,Spanish,15,40000,5000,False,NA,0,1,0.08333333333,NA,1
23,female,NA,Russia,Russian,16,NA,NA,False,NA,100,3,0.25,NA,1
26,male,NA,United States of America,Spanish,6,NA,NA,True,married or domestic partnership,1000,72,6,NA,1
30,male,NA,United States of America,English,4,40000,NA,False,NA,30,12,1,NA,NA
34,male,NA,Egypt,Arabic,20,NA,NA,True,NA,0,12,1,NA,NA
29,male,NA,United States of America,English,10,35000,10000,False,married or domestic partnership,0,12,1,NA,NA
50,female,NA,United States of America,English,12,NA,NA,False,NA,160,12,1,NA,1
28,male,NA,United States of America,English,40,70000,NA,False,NA,7000,5,0.4166666667,NA,NA
24,male,NA,United States of America,English,10,24000,8000,True,NA,300,18,1.5,NA,NA
30,female,NA,United States of America,English,10,105000,NA,True,NA,10000,30,2.5,NA,1
27,male,NA,United States of America,English,12,37000,24000,False,NA,0,1,0.08333333333,NA,NA
20,male,NA,United States of America,English,56,NA,NA,False,NA,1500,10,0.8333333333,NA,NA
35,male,NA,Argentina,Spanish,25,8000,NA,False,divorced,0,24,2,NA,NA
27,male,NA,India,Telugu,0,NA,NA,False,"single, never married",0,0,0,NA,1
35,female,NA,United States of America,English,15,38000,NA,False,NA,5000,19,1.583333333,NA,1
27,female,NA,United States of America,English,NA,NA,NA,False,NA,0,NA,#VALUE!,NA,1
27,male,NA,United States of America,English,2,33000,NA,True,NA,3000,60,5,NA,1
28,female,NA,Canada,English,15,28000,NA,False,NA,0,86,7.166666667,NA,NA
26,male,NA,Brazil,Portuguese,10,30000,NA,False,married or domestic partnership,30,4,0.3333333333,NA,NA
35,male,NA,United States of America,English,20,NA,NA,True,NA,200,24,2,NA,1
30,female,NA,United States of America,Mandarin Chinese,40,NA,NA,False,NA,10000,13,1.083333333,NA,NA
26,male,NA,United States of America,English,25,100000,NA,False,NA,1000,12,1,NA,1
22,female,NA,Myanmar,Burmese,3,NA,NA,True,NA,10,1,0.08333333333,NA,NA
29,male,NA,United Kingdom,English,20,35000,NA,False,married or domestic partnership,0,4,0.3333333333,NA,1
23,female,NA,United States of America,Hindi,3,6000,NA,False,NA,0,36,3,NA,1
32,male,NA,Spain,Spanish,5,20000,NA,True,NA,400,100,8.333333333,NA,NA
16,male,NA,United States of America,English,10,NA,NA,False,NA,0,36,3,NA,NA
24,male,NA,United States of America,Korean,8,50000,NA,False,NA,4000,3,0.25,NA,NA
26,female,NA,United States of America,English,10,NA,NA,False,NA,0,6,0.5,NA,NA
31,female,NA,United States of America,English,10,15000,27000,False,NA,0,2,0.1666666667,NA,NA
30,male,NA,NA,NA,60,NA,NA,True,"single, never married",100,28,2.333333333,NA,NA
25,male,NA,Canada,Gujarati,20,30000,20000,True,NA,150,48,4,NA,1
39,male,NA,United States of America,English,NA,NA,NA,False,NA,50,10,0.8333333333,NA,1
22,male,NA,Italy,Italian,25,NA,NA,False,NA,0,15,1.25,NA,1
22,male,NA,Brazil,Portuguese,2,NA,NA,False,NA,50,15,1.25,NA,1
30,male,NA,United States of America,English,14,25000,NA,False,"single, never married",0,33,2.75,NA,1
29,male,NA,United States of America,Turkish,5,NA,110000,True,NA,0,5,0.4166666667,NA,NA
28,male,NA,Brazil,Portuguese,8,10000,NA,False,NA,0,4,0.3333333333,NA,1
19,male,NA,India,Tamil,15,NA,NA,True,NA,0,24,2,NA,1
29,female,NA,United States of America,English,3,15000,60000,False,NA,200,60,5,NA,NA
34,female,NA,United States of America,Spanish,12,10000,130000,False,NA,200,12,1,NA,NA
47,male,NA,United States of America,English,17,100000,NA,True,NA,1500,130,10.83333333,NA,NA
23,male,NA,Indonesia,Malay Bhasa Indonesia,36,NA,1000,True,NA,3,48,4,NA,NA
19,male,NA,Ukraine,Russian,10,NA,NA,False,NA,20,10,0.8333333333,NA,1
26,female,NA,United States of America,English,10,11000,25000,False,NA,30,6,0.5,NA,1
41,male,NA,Hungary,Hungarian,5,NA,NA,True,"single, never married",NA,1,0.08333333333,NA,NA
19,male,NA,India,Hindi,14,NA,NA,False,NA,0,12,1,NA,1
23,male,NA,United States of America,English,10,32000,15000,False,NA,50,24,2,NA,1
16,male,NA,Canada,English,80,NA,NA,False,NA,10,50,4.166666667,NA,NA
27,male,NA,United States of America,English,7,40000,20000,False,NA,10,12,1,NA,NA
24,male,NA,Brazil,Portuguese,8,10000,NA,True,NA,0,48,4,NA,1
13,male,NA,Finland,English,5,NA,NA,False,NA,0,2,0.1666666667,NA,NA
30,male,NA,United States of America,English,20,71000,NA,False,NA,0,40,3.333333333,NA,NA
28,female,NA,United States of America,English,3,25000,57000,False,NA,0,12,1,NA,NA
26,male,NA,United States of America,English,21,80000,NA,True,NA,0,24,2,NA,NA
26,male,NA,Guatemala,English,15,50000,20000,False,NA,150,1,0.08333333333,NA,1
32,female,NA,"Netherlands (Holland, Europe)",Dutch,2,40000,NA,False,NA,3,8,0.6666666667,NA,NA
28,male,NA,Seychelles,English,4,8000,NA,True,"single, never married",100,48,4,NA,1
24,male,NA,Canada,Marathi,10,18500,NA,False,NA,0,1,0.08333333333,NA,1
25,male,NA,Brazil,Portuguese,10,NA,9000,True,"single, never married",0,24,2,NA,NA
24,male,NA,United States of America,English,10,NA,NA,False,NA,200,12,1,NA,1
28,male,NA,United States of America,English,5,32000,NA,True,NA,10000,48,4,NA,1
20,male,NA,Nepal,Nepali,18,NA,NA,False,NA,200,48,4,NA,1
30,female,NA,United States of America,English,1,61500,49000,False,NA,0,18,1.5,NA,1
27,female,NA,United States of America,English,20,30000,15000,True,NA,200,12,1,NA,NA
24,male,NA,United States of America,English,40,15000,NA,False,NA,24,1,0.08333333333,NA,NA
58,female,NA,United States of America,English,10,NA,60000,False,NA,15000,18,1.5,NA,NA
NA,NA,NA,NA,NA,10,60000,NA,True,NA,100,24,2,NA,NA
34,male,NA,Serbia,Serbo-Croatian,20,NA,NA,False,NA,100,4,0.3333333333,NA,NA
32,female,NA,United States of America,English,50,NA,31000,False,NA,21000,2,0.1666666667,NA,NA
27,male,NA,United States of America,English,20,NA,NA,False,NA,100,3,0.25,NA,1
23,female,NA,United States of America,Arabic,10,NA,NA,False,NA,20,1,0.08333333333,NA,NA
30,male,NA,Spain,English,20,NA,40000,False,NA,0,1,0.08333333333,NA,NA
23,male,NA,Turkey,Turkish,30,NA,NA,False,married or domestic partnership,500,84,7,NA,1
24,male,NA,Mexico,Spanish,12,18000,NA,True,NA,100,36,3,NA,1
35,male,NA,United States of America,English,10,35000,NA,False,NA,5000,9,0.75,NA,NA
36,female,NA,United States of America,English,6,35000,NA,True,NA,200,14,1.166666667,NA,NA
30,male,NA,United States of America,English,2,80000,NA,False,NA,500,8,0.6666666667,NA,1
40,male,NA,United States of America,English,4,NA,20000,False,NA,500,48,4,NA,1
37,female,NA,United States of America,Spanish,10,NA,6000,False,NA,20,2,0.1666666667,NA,1
33,male,NA,Philippines,Tagalog,20,NA,NA,False,"single, never married",0,6,0.5,NA,1
25,female,NA,United States of America,Hmong,5,37000,7000,False,NA,200,2,0.1666666667,NA,NA
29,male,NA,United Kingdom,English,15,37000,10000,True,NA,100,48,4,NA,NA
27,male,NA,United States of America,English,5,30000,20000,False,NA,500,12,1,NA,1
28,male,NA,United States of America,English,8,75000,6000,False,NA,100,2,0.1666666667,NA,NA
26,male,NA,Venezuela,Spanish,8,NA,NA,False,"single, never married",3000,12,1,NA,1
35,male,NA,United States of America,English,25,50000,NA,False,NA,1000,90,7.5,NA,NA
51,male,NA,United States of America,English,20,NA,NA,False,NA,1000,20,1.666666667,NA,NA
23,female,NA,United States of America,English,10,38000,NA,False,NA,0,1,0.08333333333,NA,NA
31,female,NA,United States of America,English,4,NA,NA,True,NA,50,48,4,NA,NA
22,male,NA,India,Hindi,50,NA,NA,False,NA,0,60,5,NA,1
